"M2B_T384s1_A1" "M2B_T384s1_A23" "M2B_T384s1_A24" "M2B_T384s1_B1" "M2B_T384s1_B23" "M2B_T384s1_B24" "M2B_T384s1_C1" "M2B_T384s1_C23" "M2B_T384s1_C24" "M2B_T384s1_D1" "M2B_T384s1_D23" "M2B_T384s1_D24" "M2B_T384s1_E1" "M2B_T384s1_E23" "M2B_T384s1_E24" "M2B_T384s1_F1" "M2B_T384s1_F23" "M2B_T384s1_F24" "M2B_T384s1_G1" "M2B_T384s1_G23" "M2B_T384s1_G24" "M2B_T384s1_H1" "M2B_T384s1_H23" "M2B_T384s1_H24" "M2B_T384s1_I1" "M2B_T384s1_I2" "M2B_T384s1_I24" "M2B_T384s1_J1" "M2B_T384s1_J2" "M2B_T384s1_J24" "M2B_T384s1_K1" "M2B_T384s1_K2" "M2B_T384s1_K24" "M2B_T384s1_L1" "M2B_T384s1_L2" "M2B_T384s1_L24" "M2B_T384s1_M1" "M2B_T384s1_M2" "M2B_T384s1_M24" "M2B_T384s1_N1" "M2B_T384s1_N2" "M2B_T384s1_N24" "M2B_T384s1_O1" "M2B_T384s1_O2" "M2B_T384s1_O24" "M2B_T384s1_P1" "M2B_T384s1_P2" "M2B_T384s1_P24"
"Snrpb2" 9 7 4 2 1 2 1 4 2 1 4 1 1 1 0 5 4 3 10 9 3 16 9 5 1 1 4 7 3 3 4 6 1 12 8 0 4 3 2 0 1 0 0 3 2 1 1 2
"Snrpc" 5 4 5 2 2 0 1 3 0 2 4 0 4 2 2 5 0 2 6 8 2 8 2 3 3 0 2 1 3 4 6 4 1 2 1 1 1 1 2 1 2 0 0 1 2 1 2 0
"Snrpd1" 7 7 5 5 5 2 4 4 4 1 4 4 5 2 0 10 4 2 10 8 2 10 5 7 3 1 3 5 5 10 11 11 1 11 10 0 2 4 4 0 4 1 1 1 1 0 1 1
"Snrpd2" 11 11 11 6 5 8 2 5 6 2 8 7 9 6 4 5 8 4 16 18 7 15 14 8 3 7 9 6 8 6 14 11 0 16 14 0 1 3 2 2 4 0 0 5 4 6 7 4
"Snrpd3" 17 8 9 8 0 4 2 4 2 0 6 8 12 2 3 12 5 1 14 10 3 13 18 10 7 2 4 11 6 8 16 12 3 13 14 1 6 11 1 1 2 2 0 1 3 8 1 3
"Snrpe" 27 8 15 5 2 7 3 17 5 3 9 7 6 4 4 9 5 4 37 24 5 24 22 17 12 3 7 7 13 11 27 13 3 21 10 3 5 6 4 6 1 0 0 5 7 6 2 4
"Snrpf" 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 2 1 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Snrpg" 42 30 19 19 1 18 10 21 6 5 9 12 15 10 11 13 15 7 41 19 14 46 25 21 20 3 16 19 9 14 48 22 4 58 27 6 9 15 9 0 9 2 0 6 13 9 7 5
"Snrpn" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Snta1" 0 0 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Sntb1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sntb2" 3 4 0 3 1 0 2 2 0 1 1 1 0 0 0 1 1 3 1 2 0 1 5 0 0 1 1 0 0 0 0 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1
"Sntg1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sntg2" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sntn" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Snupn" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 3 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Snurf" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Snw1" 9 5 12 4 2 3 4 5 2 1 0 7 5 4 5 9 2 1 10 6 9 12 9 4 5 4 4 7 3 6 9 4 5 5 1 4 1 3 5 2 2 1 0 3 2 10 3 2
"Snx1" 1 1 0 1 0 0 2 0 1 0 0 1 1 0 0 2 0 1 3 6 1 5 7 6 2 0 0 3 2 0 4 1 2 5 2 1 1 0 0 0 1 1 0 2 1 0 0 0
"Snx10" 1 0 2 0 1 0 0 0 0 0 0 1 0 4 0 1 1 0 0 2 0 0 1 1 0 1 0 1 1 0 0 2 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 1
"Snx11" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Snx12" 4 3 0 2 1 1 0 0 1 0 1 1 1 1 2 1 2 1 2 2 1 0 3 1 1 2 2 0 0 0 2 1 0 1 1 1 0 1 2 0 0 0 0 0 0 1 2 0
"Snx13" 1 0 2 1 2 0 0 5 0 0 1 0 0 1 1 0 0 1 1 0 1 2 1 1 1 0 0 1 1 1 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 3 0
"Snx14" 3 2 0 0 0 0 0 2 0 0 0 0 0 1 0 0 2 0 1 0 0 0 0 0 0 1 1 2 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0
"Snx15" 2 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"Snx16" 1 2 1 1 2 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 2 0 1 0 0 0 1 1 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Snx17" 4 2 2 0 2 1 0 1 1 0 2 1 2 0 2 1 1 1 2 1 4 1 2 2 2 0 3 3 2 2 3 3 0 2 2 0 0 2 0 0 2 0 1 0 0 1 4 0
"Snx18" 3 2 1 2 0 1 1 0 0 0 1 4 1 1 0 1 0 1 1 0 1 5 4 0 1 0 0 0 2 1 2 1 1 0 0 1 0 0 2 0 0 1 0 0 2 3 0 2
"Snx19" 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
"Snx2" 12 10 6 1 3 4 1 6 4 0 1 5 3 3 3 2 1 3 4 4 1 7 9 4 4 2 4 6 3 8 6 4 0 6 1 0 1 1 1 0 1 1 0 2 1 2 0 1
"Snx20" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Snx21" 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Snx22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Snx24" 2 0 0 0 1 0 1 0 1 0 0 1 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 4 1 0 0 1 1 0 0 0 0 0 1 0 0 0
"Snx25" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Snx27" 0 0 2 2 1 1 0 1 0 2 0 0 1 2 0 0 2 1 2 7 2 1 4 1 1 0 0 0 4 2 2 2 1 0 3 1 3 0 1 0 1 1 0 2 4 3 0 0
"Snx29" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Snx3" 8 12 10 2 4 6 3 4 3 3 7 5 5 3 5 3 6 1 2 11 8 1 16 3 4 2 8 2 5 4 6 6 4 5 2 1 4 2 1 1 1 0 1 5 1 7 4 1
"Snx30" 1 1 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 1 2 0 0 0 1 2 1 0 1 0 2 0 1 0 0 0 1 0 0 0 0 0 0 2 0 2
"Snx31" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Snx32" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Snx33" 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Snx4" 4 3 4 1 0 2 2 3 2 1 3 0 2 0 1 1 1 0 1 2 5 1 2 0 2 2 1 1 1 3 1 4 1 0 0 1 3 0 0 0 0 0 0 0 1 1 1 1
"Snx5" 3 6 2 0 3 0 0 2 2 1 1 2 1 0 5 1 1 0 4 4 3 1 5 1 3 4 3 3 4 3 5 1 0 6 2 1 4 2 2 0 0 0 0 2 0 5 0 1
"Snx6" 7 8 5 4 3 2 5 0 6 6 2 3 2 4 3 2 7 3 5 8 2 7 9 5 4 0 2 3 6 4 6 0 1 3 3 0 3 0 3 3 4 1 0 6 3 4 4 0
"Snx7" 4 1 1 0 1 2 4 0 0 0 1 1 0 0 0 1 1 0 0 2 0 0 0 1 0 2 0 0 0 1 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0
"Snx8" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Snx9" 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Soat1" 6 6 0 0 0 1 1 4 0 1 0 0 0 1 0 5 1 1 17 0 0 8 6 2 2 3 0 2 3 1 5 4 0 5 5 0 3 3 0 1 0 0 0 3 2 2 0 0
"Soat2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Sobp" 0 0 2 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Socs1" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Socs2" 1 4 1 3 0 0 0 1 2 2 3 0 1 0 2 2 1 0 3 2 3 3 2 3 3 0 1 1 2 2 4 1 1 3 3 2 1 0 0 0 0 0 0 4 0 3 0 0
"Socs3" 17 2 3 6 0 1 5 0 0 6 3 1 2 0 1 0 0 6 0 2 0 0 9 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 3 0 1 1 0 0 5 0 0 2
"Socs4" 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Socs5" 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 2 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0
"Socs6" 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 1 1 1 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0
"Socs7" 2 2 4 0 0 1 2 1 3 0 0 0 0 3 0 0 1 0 1 2 0 1 1 1 0 1 0 0 0 1 1 0 2 2 3 0 0 0 1 0 0 0 0 0 1 0 1 0
"Sod1" 16 10 12 6 4 15 2 7 6 3 8 12 6 6 7 7 7 7 28 26 5 25 13 9 7 3 4 8 7 11 9 10 3 12 7 1 8 5 4 5 4 1 0 2 1 3 3 2
"Sod2" 4 2 8 2 4 3 2 2 2 1 2 0 1 3 2 4 2 0 6 9 4 3 11 1 2 0 1 0 2 1 5 3 0 6 2 1 0 0 1 0 2 0 0 1 2 4 2 0
"Sod3" 1 0 0 1 1 6 1 0 0 1 0 5 0 0 0 0 0 5 0 1 0 1 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Soga2" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Soga3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 1
"Sohlh1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sohlh2" 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0
"Solh" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Son" 29 23 19 19 4 9 12 9 11 16 12 9 13 8 9 6 14 5 11 24 19 10 21 5 6 6 9 8 10 15 25 12 5 12 10 6 1 5 6 3 3 2 1 6 8 10 12 5
"Sorbs1" 1 0 3 1 1 0 0 0 1 0 3 0 0 1 2 0 2 0 0 9 4 0 1 0 0 1 2 1 1 2 0 0 0 0 0 1 0 0 1 0 2 0 0 1 1 0 0 0
"Sorbs2" 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 2 1 0 0 5 5 0 1 1 1 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 1 0 1 1 0
"Sorbs3" 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Sorcs1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sorcs2" 2 1 0 1 0 0 0 0 0 1 1 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1 0 1 3 1 1 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0
"Sorcs3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sord" 1 1 0 2 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 2 0 3 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0
"Sorl1" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Sort1" 0 0 1 0 1 0 0 1 1 2 2 0 0 0 1 1 0 1 0 6 0 0 0 0 0 1 2 0 2 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Sos1" 1 1 3 1 0 0 1 1 1 0 0 0 2 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 0 1 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 0
"Sos2" 0 0 2 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"Sost" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sostdc1" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sowaha" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sowahb" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sowahc" 0 1 1 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sowahd" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sox1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Sox10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sox11" 5 5 1 1 1 0 0 0 3 0 1 0 0 0 3 4 2 0 5 5 4 7 2 5 5 0 4 3 1 2 5 3 1 4 1 2 1 1 17 0 3 0 0 0 33 1 2 12
"Sox12" 1 0 2 0 0 0 0 1 1 0 1 0 1 0 0 2 0 0 1 0 0 0 1 0 1 0 2 0 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0
"Sox13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Sox14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sox15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Sox17" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sox18" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sox2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0
"Sox21" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0
"Sox2ot" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sox3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Sox30" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sox4" 6 7 4 4 1 4 1 7 5 3 3 4 3 0 0 4 2 2 8 2 1 5 5 3 5 0 1 8 5 5 3 5 0 5 3 4 3 0 7 0 2 1 0 3 10 1 0 6
"Sox5" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sox6" 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"Sox7" 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sox8" 0 0 0 2 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
"Sox9" 3 0 4 3 4 5 2 3 1 1 0 4 4 0 4 3 12 6 4 2 0 13 0 3 3 0 2 7 1 13 7 4 1 10 1 2 2 11 4 0 1 0 0 1 2 1 3 2
"Sp1" 0 2 1 2 0 1 1 0 3 1 2 0 0 0 0 0 1 0 1 1 0 3 0 1 0 2 1 0 1 2 2 0 0 1 2 0 0 2 2 0 0 0 0 0 0 1 0 0
"Sp100" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sp110" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sp140" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sp2" 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Sp3" 3 2 0 3 0 1 0 2 0 1 0 0 0 0 0 1 0 0 4 3 0 3 3 1 1 1 1 1 0 2 2 2 1 1 1 1 0 0 1 0 1 0 0 0 1 1 0 0
"Sp4" 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sp5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sp6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sp7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sp8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"Sp9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spa17" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"Spaca1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spaca3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spaca4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spaca5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spaca7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spag1" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"Spag11a" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spag11b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spag16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spag17" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spag4" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Spag5" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
